id,label,timeset,componentnumber,modularity_class,eccentricity,betweenesscentrality,harmonicclosnesscentrality,closnesscentrality,eigencentrality,pageranks
Ernst_Gruenwald,Ernst_Gruenwald,,0,38,10.0,0.0,0.16833963214915612,0.15532544378698224,0.021516299076467984,0.0014509385214383935
Josef_Wasservogel,Josef_Wasservogel,,0,38,10.0,0.0,0.16833963214915612,0.15532544378698224,0.021516299076467984,0.0014509385214383935
Ernst_Wasservogel,Ernst_Wasservogel,,0,38,10.0,0.0,0.16833963214915612,0.15532544378698224,0.021516299076467984,0.0014509385214383935
Hugo_Ebner,Hugo_Ebner,,0,38,10.0,0.0,0.16833963214915612,0.15532544378698224,0.021516299076467984,0.0014509385214383935
Lawrence_Mautner,Lawrence_Mautner,,0,38,10.0,0.0,0.16833963214915612,0.15532544378698224,0.021516299076467984,0.0014509385214383935
Josef_Kates,Josef_Kates,,0,36,9.0,0.038487462924876446,0.24628243890148716,0.21070234113712374,0.17531222728845502,0.009325261304980483
James_B_Russel,James_B_Russel,,0,36,10.0,0.0,0.19135676492819365,0.17412935323383086,0.036193067671249024,0.0014032784834561358
Werner_Daltrop,Werner_Daltrop,,0,36,10.0,0.0,0.19135676492819365,0.17412935323383086,0.036193067671249024,0.0014032784834561358
Rudy_Cohen,Rudy_Cohen,,0,36,10.0,0.0,0.19135676492819365,0.17412935323383086,0.036193067671249024,0.0014032784834561358
Henry_Fliess,Henry_Fliess,,0,36,10.0,0.0,0.19135676492819365,0.17412935323383086,0.036193067671249024,0.0014032784834561358
George_Rose,George_Rose,,0,36,10.0,0.0,0.19135676492819365,0.17412935323383086,0.036193067671249024,0.0014032784834561358
Gerry_Jerry_Kandor,Gerry_Jerry_Kandor,,0,36,9.0,0.011679347501969622,0.20207482993197284,0.1814516129032258,0.05130327885668965,0.002461790792768679
Sim_Lash,Sim_Lash,,0,36,10.0,0.0,0.19135676492819365,0.17412935323383086,0.036193067671249024,0.0014032784834561358
